Aachen+N+Prop+Ess	Aachenin	ˈɑːts.he.n>in
Rebekka+N+Prop+Sem/Fem+Sg+Nom	Rebekka	rˈe.bek.kɑ>
Rebekka+N+Prop+Sem/Fem+Der/Dimin+Sg+Nom	Rebekkaš	rˈe.bek.kɑ>ʃ
Rehula+N+Prop+Ess	Rehulan	rˈe.hu.lɑ>n
Rehula+N+Prop+Sg+Gen	Rehula	rˈe.hu.lɑ>
Rehula+N+Prop+Sg+Com	Rehulain	rˈe.hu.lɑ>in
Rehula+N+Prop+Sg+Ill	Rehulai	rˈe.hu.lɑ>i
Rehula+N+Prop+Sg+Loc	Rehulas	rˈe.hu.lɑ>s
Reinikka+N+Prop+Sem/Sur+Ess	Reinikkan	rˈej.nik.kɑ>n
Reinilä+N+Prop+Sem/Sur+Sg+Ill	Reiniläi	rˈej.ni.læ>i
Rekilä+N+Prop+Sem/Sur+Pl+Nom	Rekilät	rˈe.ki.læ>h
Rekilä+N+Prop+Sem/Sur+Sg+Acc	Rekilä	rˈe.ki.læ>
Rekola+N+Prop+Sg+Com	Rekolain	rˈe.ko.lɑ>in
Rekonen+N+Prop+Sem/Sur+Sg+Acc	Rekosa	rˈe.ko>.sɑ
Rentola+N+Prop+Ess	Rentolan	rˈenː.to.lɑ>n
Rentola+N+Prop+Sg+Gen	Rentola	rˈenː.to.lɑ>
Rentola+N+Prop+Sg+Loc	Rentolas	rˈenː.to.lɑ>s
Repola+N+Prop+Sg+Gen	Repola	rˈe.po.lɑ>
Repola+N+Prop+Sg+Nom	Repola	rˈe.po.lɑ>
Reponen+N+Prop+Sem/Sur+Ess	Reponenin	rˈe.po>.ne.nin
Reponen+N+Prop+Sem/Sur+Sg+Gen	Reponena	rˈe.po>.ne.nɑ
Reponen+N+Prop+Sem/Sur+Sg+Loc	Reponenis	rˈe.po>.ne.nis
Reponen+N+Prop+Sem/Sur+Sg+Loc	Reposis	rˈe.po>.sis
Reunanen+N+Prop+Sem/Sur+Pl+Nom	Reunanenat	rˈeu.nɑ>.ne.nɑh
Reunanen+N+Prop+Sem/Sur+Pl+Gen	Reunaneniid	rˈeu.nɑ>.ne.nijh
Reunanen+N+Prop+Sem/Sur+Sg+Nom	Reunanen	rˈeu.nɑ>.nen
Reunanen+N+Prop+Sem/Sur+Pl+Nom	Reunasat	rˈeu.nɑ>.sɑh
Reunanen+N+Prop+Sem/Sur+Pl+Loc	Reunasiin	rˈeu.nɑ>.sijn
Ridanpää+N+Prop+Ess	Ridanpään	rˈi.dɑn#pææ>n
Ridanpää+N+Prop+Sg+Loc	Ridanpääs	rˈi.dɑn#pææ>s
Riekkola+N+Prop+Sem/Sur+Pl+Gen	Riekkolaid	rˈĭek.ko.lɑ>id
Riesto+N+Prop+Sem/Sur+Pl+Nom	Riestot	rˈĭesː.to>h
Rigasjärvi+N+Prop+Sg+Loc	Rigasjärvs	rˈi.gɑs#jærv>s
Riihonen+N+Prop+Sem/Sur+Sg+Gen	Riihonena	rˈij.ho>.ne.nɑ
Riihonen+N+Prop+Sem/Sur+Sg+Com	Riihoneniin	rˈij.ho>.ne.nijn
Riina+N+Prop+Sem/Sur+Pl+Nom	Riinat	rˈij.nɑ>h
Riipinen+N+Prop+Sem/Sur+Pl+Com	Riipineniiguin	rˈijː.pi>.ne.nij.gujn
Rikala+N+Prop+Ess	Rikalan	rˈi.kɑ.lɑ>n
Rikala+N+Prop+Sg+Com	Rikalain	rˈi.kɑ.lɑ>in
Rikkilä+N+Prop+Sem/Sur+Pl+Gen	Rikkiläid	rˈik.ki.læ>id
Rikkilä+N+Prop+Sem/Sur+Sg+Gen	Rikkilä	rˈik.ki.læ>
Rimpeläinen+N+Prop+Sem/Sur+Pl+Com	Rimpeläineniiguin	rˈimː.pe.læj>.ne.nij.gujn
Rimpeläinen+N+Prop+Sem/Sur+Pl+Com	Rimpeläisiiguin	rˈimː.pe.læj>.sij.gujn
Rimpeläinen+N+Prop+Sem/Sur+Sg+Acc	Rimpeläisa	rˈimː.pe.læj>.sɑ
Rinkinen+N+Prop+Sem/Sur+Pl+Ill	Rinkineniidda	rˈiŋŋ.ki>.ne.nijt.tɑ
Rinkinen+N+Prop+Sem/Sur+Pl+Nom	Rinkisat	rˈiŋŋ.ki>.sɑh
Rintamäki+N+Prop+Sem/Sur+Ess	Rintamäkn	rˈinː.tɑ#mæk>n
Rioja+N+Prop+Sg+Acc	Rioja	rˈi#ˌo.jɑ>
Rioja+N+Prop+Sg+Com	Riojain	rˈi#ˌo.jɑ>in
Ripattila+N+Prop+Sem/Sur+Sg+Ill	Ripattilai	rˈi.pɑt.tˌi.lɑ>i
Rissanen+N+Prop+Sem/Sur+Sg+Acc	Rissanen	rˈis.sɑ>.nen
Ritola+N+Prop+Sem/Sur+Sg+Loc	Ritolas	rˈi.to.lɑ>s
Riuhtala+N+Prop+Sem/Sur+Sg+Com	Riuhtalain	rˈi.uh.tˌɑ.lɑ>in
Riuttanen+N+Prop+Sem/Sur+Pl+Acc	Riuttaneniid	rˈi.ut.tɑ>.ne.nijh
Riuttanen+N+Prop+Sem/Sur+Sg+Acc	Riuttanen	rˈi.ut.tɑ>.nen
Rivinoja+N+Prop+Sem/Sur+Ess	Rivinojan	rˈi.vin#ˌo.jɑ>n
Rivinoja+N+Prop+Sem/Sur+Pl+Ill	Rivinojaide	rˈi.vin#ˌo.jɑ>i.de
Roininen+N+Prop+Sem/Sur+Pl+Nom	Roinisat	rˈoj.ni>.sɑh
Roininen+N+Prop+Sem/Sur+Sg+Gen	Roinisa	rˈoj.ni>.sɑ
Romakkaniemi+N+Prop+Sem/Sur+Pl+Ill	Romakkaniemiide	rˈo.mɑk.kɑ#nˌie.mi>i.de
Romakkaniemi+N+Prop+Sem/Sur+Pl+Nom	Romakkaniemit	rˈo.mɑk.kɑ#nˌie.mi>h
Romakkaniemi+N+Prop+Sem/Sur+Sg+Loc	Romakkaniemis	rˈo.mɑk.kɑ#nˌie.mi>s
Romppainen+N+Prop+Sem/Sur+Ess	Romppainenin	rˈomp.pɑj>.ne.nin
Romunen+N+Prop+Sem/Sur+Sg+Ill	Romunenii	rˈo.mu>.ne.nij
Ronkainen+N+Prop+Sem/Sur+Ess	Ronkainenin	rˈoŋŋ.kɑj>.ne.nin
Ronkainen+N+Prop+Sem/Sur+Sg+Loc	Ronkaisis	rˈoŋŋ.kɑj>.sis
Ronkanen+N+Prop+Sem/Sur+Sg+Com	Ronkasiin	rˈoŋŋ.kɑ>.sijn
Roponen+N+Prop+Sem/Sur+Sg+Acc	Roposa	rˈo.po>.sɑ
Roppola+N+Prop+Sem/Sur+Sg+Ill	Roppolai	rˈop.po.lɑ>i
Ropponen+N+Prop+Sem/Sur+Sg+Gen+Allegro	Ropponen	rˈop.po>.nen
Ropponen+N+Prop+Sem/Sur+Sg+Com	Ropponeniin	rˈop.po>.ne.nijn
Ropponen+N+Prop+Sem/Sur+Pl+Nom	Ropposat	rˈop.po>.sɑh
Rossinen+N+Prop+Sem/Sur+Sg+Gen	Rossinena	rˈos.si>.ne.nɑ
Rossinen+N+Prop+Sem/Sur+Ess	Rossisin	rˈos.si>.sin
Rossinen+N+Prop+Sem/Sur+Sg+Ill	Rossisii	rˈos.si>.sij
Rouhiainen+N+Prop+Sem/Sur+Pl+Nom	Rouhiainenat	rˈou.hi.ɑj>.ne.nɑh
Rouhiainen+N+Prop+Sem/Sur+Sg+Loc	Rouhiainenis	rˈou.hi.ɑj>.ne.nis
Rouhiainen+N+Prop+Sem/Sur+Pl+Loc	Rouhiaisiin	rˈou.hi.ɑj>.sijn
Roukala+N+Prop+Sem/Sur+Pl+Gen	Roukalaid	rˈou.kɑ.lɑ>id
Rounala+N+Prop+Sem/Sur+Ess	Rounalan	rˈou.nɑ.lɑ>n
Rounala+N+Prop+Sem/Sur+Sg+Nom	Rounala	rˈou.nɑ.lɑ>
Rouvinen+N+Prop+Sem/Sur+Sg+Acc	Rouvinena	rˈou.vi>.ne.nɑ
Rovaniemi+N+Prop+Sg+Nom	Rovaniemi	rˈo.vɑ#nˌie.mi>
Ruhala+N+Prop+Sem/Sur+Pl+Loc	Ruhalain	rˈu.hɑ.lɑ>in
Ruhala+N+Prop+Sem/Sur+Sg+Gen	Ruhala	rˈu.hɑ.lɑ>
Ruhanen+N+Prop+Sem/Sur+Sg+Loc	Ruhanenis	rˈu.hɑ>.ne.nis
Ruhanen+N+Prop+Sem/Sur+Sg+Gen	Ruhasa	rˈu.hɑ>.sɑ
Rukatunturi+N+Prop+Sg+Gen	Rukatunturi	rˈu.kɑ.tˌunː.tu.ri>
Rukatunturi+N+Prop+Sg+Loc	Rukatunturis	rˈu.kɑ.tˌunː.tu.ri>s
Rukojärvi+N+Prop+Sg+Gen	Rukojärv	rˈu.ko#jærv>
Rummukainen+N+Prop+Sem/Sur+Pl+Nom	Rummukainenat	rˈum.mu.kɑj>.ne.nɑh
Rummukainen+N+Prop+Sem/Sur+Sg+Gen+Allegro	Rummukainen	rˈum.mu.kɑj>.nen
Rummukainen+N+Prop+Sem/Sur+Sg+Loc	Rummukainenis	rˈum.mu.kɑj>.ne.nis
Rummukainen+N+Prop+Sem/Sur+Ess	Rummukaisin	rˈum.mu.kɑj>.sin
Rummukainen+N+Prop+Sem/Sur+Pl+Nom	Rummukaisat	rˈum.mu.kɑj>.sɑh
Rumpunen+N+Prop+Sem/Sur+Ess	Rumpusin	rˈumː.pu>.sin
Rumpunen+N+Prop+Sem/Sur+Sg+Ill	Rumpusii	rˈumː.pu>.sij
Ruostevaara+N+Prop+Sg+Ill	Ruostevaarai	rˈŭosː.te.vˌɑː.rɑ>i
Ruotanen+N+Prop+Sem/Sur+Pl+Loc	Ruotaneniin	rˈuo.tɑ>.ne.nijn
Ruotanen+N+Prop+Sem/Sur+Sg+Acc	Ruotasa	rˈuo.tɑ>.sɑ
Ruponen+N+Prop+Sem/Sur+Pl+Com	Ruponeniiguin	rˈu.po>.ne.nij.gujn
Rupponen+N+Prop+Sem/Sur+Ess	Rupponenin	rˈup.po>.ne.nin
Rupponen+N+Prop+Sem/Sur+Pl+Nom	Rupponenat	rˈup.po>.ne.nɑh
Rupponen+N+Prop+Sem/Sur+Sg+Gen	Rupponena	rˈup.po>.ne.nɑ
Rusanen+N+Prop+Sem/Sur+Ess	Rusanenin	rˈu.sɑ>.ne.nin
Rusanen+N+Prop+Sem/Sur+Pl+Nom	Rusasat	rˈu.sɑ>.sɑh
Rusila+N+Prop+Sem/Sur+Pl+Ill	Rusilaide	rˈu.si.lɑ>i.de
Rusila+N+Prop+Sem/Sur+Sg+Loc	Rusilas	rˈu.si.lɑ>s
Rutanen+N+Prop+Sem/Sur+Sg+Gen+Allegro	Rutanen	rˈu.tɑ>.nen
Rutanen+N+Prop+Sem/Sur+Ess	Rutasin	rˈu.tɑ>.sin
Rutanen+N+Prop+Sem/Sur+Pl+Acc	Rutasiid	rˈu.tɑ>.sijh
Rutanen+N+Prop+Sem/Sur+Pl+Loc	Rutasiin	rˈu.tɑ>.sijn
Rutanen+N+Prop+Sem/Sur+Sg+Ill	Rutasii	rˈu.tɑ>.sij
Ruusunen+N+Prop+Sem/Sur+Sg+Ill	Ruususii	rˈuː.su>.sij
Ryhänen+N+Prop+Sem/Sur+Pl+Nom	Ryhänenat	rˈy.hæ>.ne.nɑh
Ryhänen+N+Prop+Sem/Sur+Pl+Acc	Ryhäneniid	rˈy.hæ>.ne.nijh
Ryhänen+N+Prop+Sem/Sur+Sg+Gen+Allegro	Ryhänen	rˈy.hæ>.nen
Ryhänen+N+Prop+Sem/Sur+Ess	Ryhäsin	rˈy.hæ>.sin
Ryhänen+N+Prop+Sem/Sur+Pl+Nom	Ryhäsat	rˈy.hæ>.sɑh
Ryhänen+N+Prop+Sem/Sur+Pl+Acc	Ryhäsiid	rˈy.hæ>.sijh
Ryhänen+N+Prop+Sem/Sur+Pl+Ill	Ryhäsiidda	rˈy.hæ>.sijt.tɑ
Ryhänen+N+Prop+Sem/Sur+Sg+Gen	Ryhäsa	rˈy.hæ>.sɑ
Ryhänen+N+Prop+Sem/Sur+Sg+Loc	Ryhäsis	rˈy.hæ>.sis
Rytilahti+N+Prop+Ess	Rytilahtin	rˈy.ti#lˌɑh.ti>n
Rytilahti+N+Prop+Sg+Acc	Rytilahti	rˈy.ti#lˌɑh.ti>
Rytilahti+N+Prop+Sg+Nom	Rytilahti	rˈy.ti#lˌɑh.ti>
Rytilahti+N+Prop+Sg+Com	Rytilahtiin	rˈy.ti#lˌɑh.ti>in
Rytilahti+N+Prop+Sg+Ill	Rytilahtii	rˈy.ti#lˌɑh.ti>i
Rytilahti+N+Prop+Sg+Loc	Rytilahtis	rˈy.ti#lˌɑh.ti>s
Rytkölä+N+Prop+Sg+Loc	Rytköläs	rˈytː.kø.læ>s
Rytkönen+N+Prop+Sem/Sur+Sg+Acc	Rytkönena	rˈytː.kø>.ne.nɑ
Ryynänen+N+Prop+Sem/Sur+Ess	Ryynänenin	rˈyy.næ>.ne.nin
Ryynänen+N+Prop+Sem/Sur+Pl+Nom	Ryynänenat	rˈyy.næ>.ne.nɑh
Ryynänen+N+Prop+Sem/Sur+Pl+Loc	Ryynäneniin	rˈyy.næ>.ne.nijn
Ryynänen+N+Prop+Sem/Sur+Ess	Ryynäsin	rˈyy.næ>.sin
Ryynänen+N+Prop+Sem/Sur+Pl+Nom	Ryynäsat	rˈyy.næ>.sɑh
Ryynänen+N+Prop+Sem/Sur+Pl+Acc	Ryynäsiid	rˈyy.næ>.sijh
Ryynänen+N+Prop+Sem/Sur+Pl+Ill	Ryynäsiidda	rˈyy.næ>.sijt.tɑ
Ryynänen+N+Prop+Sem/Sur+Sg+Acc	Ryynäsa	rˈyy.næ>.sɑ
Ryynänen+N+Prop+Sem/Sur+Sg+Gen	Ryynäsa	rˈyy.næ>.sɑ
Ryynänen+N+Prop+Sem/Sur+Sg+Ill	Ryynäsii	rˈyy.næ>.sij
Räikkönen+N+Prop+Sem/Sur+Sg+Acc	Räikkösa	rˈæjk.kø>.sɑ
Räisänen+N+Prop+Sem/Sur+Ess	Räisänenin	rˈæjː.sæ>.ne.nin
Räisänen+N+Prop+Sem/Sur+Sg+Loc	Räisänenis	rˈæjː.sæ>.ne.nis
Räisänen+N+Prop+Sem/Sur+Ess	Räisäsin	rˈæjː.sæ>.sin
Räisänen+N+Prop+Sem/Sur+Sg+Gen	Räisäsa	rˈæjː.sæ>.sɑ
Räkköläinen+N+Prop+Sem/Sur+Ess	Räkköläinenin	rˈæk.kø.læj>.ne.nin
Räkköläinen+N+Prop+Sem/Sur+Pl+Acc	Räkköläineniid	rˈæk.kø.læj>.ne.nijh
Räkköläinen+N+Prop+Sem/Sur+Sg+Nom	Räkköläinen	rˈæk.kø.læj>.nen
Räkköläinen+N+Prop+Sem/Sur+Ess	Räkköläisin	rˈæk.kø.læj>.sin
Räkköläinen+N+Prop+Sem/Sur+Pl+Nom	Räkköläisat	rˈæk.kø.læj>.sɑh
Räkköläinen+N+Prop+Sem/Sur+Sg+Acc	Räkköläisa	rˈæk.kø.læj>.sɑ
Räkköläinen+N+Prop+Sem/Sur+Sg+Ill	Räkköläisii	rˈæk.kø.læj>.sij
Räkköläinen+N+Prop+Sem/Sur+Sg+Loc	Räkköläisis	rˈæk.kø.læj>.sis
Rämänen+N+Prop+Sem/Sur+Pl+Nom	Rämänenat	rˈæ.mæ>.ne.nɑh
Rämänen+N+Prop+Sem/Sur+Sg+Nom	Rämänen	rˈæ.mæ>.nen
Rämänen+N+Prop+Sem/Sur+Sg+Ill	Rämänenii	rˈæ.mæ>.ne.nij
Rämänen+N+Prop+Sem/Sur+Pl+Nom	Rämäsat	rˈæ.mæ>.sɑh
Rämänen+N+Prop+Sem/Sur+Sg+Com	Rämäsiin	rˈæ.mæ>.sijn
Rämänen+N+Prop+Sem/Sur+Sg+Loc	Rämäsis	rˈæ.mæ>.sis
Räntilä+N+Prop+Sem/Sur+Ess	Räntilän	rˈænː.ti.læ>n
Räntilä+N+Prop+Sem/Sur+Pl+Nom	Räntilät	rˈænː.ti.læ>h
Räntilä+N+Prop+Sem/Sur+Sg+Gen	Räntilä	rˈænː.ti.læ>
Räntilä+N+Prop+Sem/Sur+Sg+Nom	Räntilä	rˈænː.ti.læ>
Räntilä+N+Prop+Sem/Sur+Sg+Com	Räntiläin	rˈænː.ti.læ>in
Räntilä+N+Prop+Sem/Sur+Sg+Loc	Räntiläs	rˈænː.ti.læ>s
Räsänen+N+Prop+Sem/Sur+Ess	Räsänenin	rˈæ.sæ>.ne.nin
Räsänen+N+Prop+Sem/Sur+Pl+Nom	Räsänenat	rˈæ.sæ>.ne.nɑh
Räsänen+N+Prop+Sem/Sur+Sg+Gen	Räsäsa	rˈæ.sæ>.sɑ
Rönkkö+N+Prop+Ess	Rönkkön	rˈøŋk.kø>n
Rönkkö+N+Prop+Sg+Loc	Rönkkös	rˈøŋk.kø>s
Rönkkönen+N+Prop+Sem/Sur+Pl+Gen	Rönkköneniid	rˈøŋk.kø>.ne.nijh
Rönkkönen+N+Prop+Sem/Sur+Pl+Ill	Rönkköneniidda	rˈøŋk.kø>.ne.nijt.tɑ
Rönkkönen+N+Prop+Sem/Sur+Sg+Acc	Rönkkönen	rˈøŋk.kø>.nen
Röntynen+N+Prop+Sem/Sur+Pl+Nom	Röntynenat	rˈønː.ty>.ne.nɑh
Röntynen+N+Prop+Sem/Sur+Sg+Loc	Röntynenis	rˈønː.ty>.ne.nis
Röntynen+N+Prop+Sem/Sur+Pl+Nom	Röntysat	rˈønː.ty>.sɑh
Röntynen+N+Prop+Sem/Sur+Pl+Acc	Röntysiid	rˈønː.ty>.sijh
Röntynen+N+Prop+Sem/Sur+Pl+Com	Röntysiiguin	rˈønː.ty>.sij.gujn
Röntynen+N+Prop+Sem/Sur+Pl+Ill	Röntysiidda	rˈønː.ty>.sijt.tɑ
Röntynen+N+Prop+Sem/Sur+Pl+Loc	Röntysiin	rˈønː.ty>.sijn
Röntynen+N+Prop+Sem/Sur+Sg+Ill	Röntysii	rˈønː.ty>.sij
Röpelinen+N+Prop+Sem/Sur+Sg+Gen+Allegro	Röpelinen	rˈø.pe.li>.nen
Röpelinen+N+Prop+Sem/Sur+Sg+Com	Röpelineniin	rˈø.pe.li>.ne.nijn
Röpelinen+N+Prop+Sem/Sur+Sg+Ill	Röpelinenii	rˈø.pe.li>.ne.nij
Röpelinen+N+Prop+Sem/Sur+Sg+Loc	Röpelinenis	rˈø.pe.li>.ne.nis
Röpelinen+N+Prop+Sem/Sur+Ess	Röpelisin	rˈø.pe.li>.sin
Röpelinen+N+Prop+Sem/Sur+Pl+Nom	Röpelisat	rˈø.pe.li>.sɑh
Röpelinen+N+Prop+Sem/Sur+Pl+Acc	Röpelisiid	rˈø.pe.li>.sijh
Röpelinen+N+Prop+Sem/Sur+Sg+Acc	Röpelisa	rˈø.pe.li>.sɑ
Röppänen+N+Prop+Sem/Sur+Sg+Nom	Röppänen	rˈøp.pæ>.nen
Röppänen+N+Prop+Sem/Sur+Sg+Gen	Röppänena	rˈøp.pæ>.ne.nɑ
Röppänen+N+Prop+Sem/Sur+Ess	Röppäsin	rˈøp.pæ>.sin
Röppänen+N+Prop+Sem/Sur+Pl+Nom	Röppäsat	rˈøp.pæ>.sɑh
Röppänen+N+Prop+Sem/Sur+Pl+Acc	Röppäsiid	rˈøp.pæ>.sijh
Röppänen+N+Prop+Sem/Sur+Pl+Gen	Röppäsiid	rˈøp.pæ>.sijh
Röppänen+N+Prop+Sem/Sur+Pl+Loc	Röppäsiin	rˈøp.pæ>.sijn
Röppänen+N+Prop+Sem/Sur+Sg+Gen	Röppäsa	rˈøp.pæ>.sɑ
Saastamoinen+N+Prop+Sem/Sur+Pl+Acc	Saastamoisiid	sˈɑːsː.tɑ.moj>.sijh
Sadeharju+N+Prop+Sem/Sur+Sg+Com	Sadeharjuin	sˈɑ.de#hˌɑrː.ju>in
Saharinen+N+Prop+Sem/Sur+Pl+Nom	Saharinenat	sˈɑ.hɑ.ri>.ne.nɑh
Saharinen+N+Prop+Sem/Sur+Pl+Gen	Saharisiid	sˈɑ.hɑ.ri>.sijh
Saikkonen+N+Prop+Sem/Sur+Sg+Acc	Saikkosa	sˈɑjk.ko>.sɑ
Sakka+N+Prop+Sem/Fem+Ess	Sakkan	sˈɑk.kɑ>n
Sallamaa+N+Prop+Sem/Sur+Pl+Nom	Sallamaat	sˈɑl.lɑ.mɑː>h
Sattajärvi+N+Prop+Ess	Sattajärvn	sˈɑt.tɑ#jærv>n
Sattasniemi+N+Prop+Sg+Com	Sattasniemiin	sˈɑt.tɑs#nˌie.mi>in
Savela+N+Prop+Sem/Sur+Sg+Loc	Savelas	sˈɑ.ve.lɑ>s
Savola+N+Prop+Sem/Sur+Sg+Loc	Savolas	sˈɑ.vo.lɑ>s
Scaevola+N+Prop+Ess	Scaevolan	stsˈɑe.vo.lɑ>n
Scaevola+N+Prop+Sg+Gen	Scaevola	stsˈɑe.vo.lɑ>
Scaevola+N+Prop+Sg+Com	Scaevolain	stsˈɑe.vo.lɑ>in
Scaevola+N+Prop+Sg+Ill	Scaevolai	stsˈɑe.vo.lɑ>i
Scaevola+N+Prop+Sg+Loc	Scaevolas	stsˈɑe.vo.lɑ>s
Scala+N+Prop+Ess	Scalan	stsˈɑ.lɑ>n
Scala+N+Prop+Sg+Acc	Scala	stsˈɑ.lɑ>
Scævola+N+Prop+Ess	Scævolan	stsˈæ.vo.lɑ>n
Scævola+N+Prop+Sg+Nom	Scævola	stsˈæ.vo.lɑ>
Scævola+N+Prop+Sg+Com	Scævolain	stsˈæ.vo.lɑ>in
Scævola+N+Prop+Sg+Ill	Scævolai	stsˈæ.vo.lɑ>i
Seikkula+N+Prop+Sem/Sur+Pl+Acc	Seikkulaid	sˈejk.ku.lɑ>id
Seitsonen+N+Prop+Sem/Sur+Ess	Seitsonenin	sˈejt.so>.ne.nin
Selonen+N+Prop+Sem/Sur+Ess	Selonenin	sˈe.lo>.ne.nin
Selonen+N+Prop+Sem/Sur+Pl+Nom	Selosat	sˈe.lo>.sɑh
Seppinen+N+Prop+Sem/Sur+Ess	Seppinenin	sˈep.pi>.ne.nin
Seppinen+N+Prop+Sem/Sur+Pl+Nom	Seppisat	sˈep.pi>.sɑh
Seppinen+N+Prop+Sem/Sur+Pl+Loc	Seppisiin	sˈep.pi>.sijn
Sepponen+N+Prop+Sem/Sur+Pl+Nom	Sepponenat	sˈep.po>.ne.nɑh
Seppänen+N+Prop+Sem/Sur+Sg+Acc	Seppäsa	sˈep.pæ>.sɑ
Setälä+N+Prop+Ess	Setälän	sˈe.tæ.læ>n
Setälä+N+Prop+Sg+Nom	Setälä	sˈe.tæ.læ>
Setälä+N+Prop+Sg+Ill	Setäläi	sˈe.tæ.læ>i
Seuranen+N+Prop+Sem/Sur+Sg+Loc	Seuranenis	sˈeu.rɑ>.ne.nis
Seurujärvi+N+Prop+Sem/Sur+Ess	Seurujärvn	sˈeu.ru#jærv>n
Severinkangas+N+Prop+Ess	Severinkangasin	sˈe.ve.rin#kˌɑŋ.ŋɑ.s>in
Severinkangas+N+Prop+Sg+Nom	Severinkangas	sˈe.ve.rin#kˌɑŋ.ŋɑs>
Severinkangas+N+Prop+Sg+Acc	Severinkangasa	sˈe.ve.rin#kˌɑŋ.ŋɑ.s>ɑ
Shala+N+Prop+Ess	Shalan	shˈɑ.lɑ>n
Shala+N+Prop+Sg+Acc	Shala	shˈɑ.lɑ>
Shala+N+Prop+Sg+Gen	Shala	shˈɑ.lɑ>
Shala+N+Prop+Sg+Com	Shalain	shˈɑ.lɑ>in
Shala+N+Prop+Sg+Ill	Shalai	shˈɑ.lɑ>i
Shala+N+Prop+Sg+Loc	Shalas	shˈɑ.lɑ>s
Sheila+N+Prop+Sem/Fem+Ess	Sheilan	shˈejː.lɑ>n
Sheila+N+Prop+Sem/Fem+Pl+Nom	Sheilat	shˈejː.lɑ>h
Sheila+N+Prop+Sem/Fem+Sg+Nom	Sheila	shˈejː.lɑ>
Sheila+N+Prop+Sem/Fem+Sg+Ill	Sheilai	shˈejː.lɑ>i
Sheila+N+Prop+Sem/Fem+Sg+Loc	Sheilas	shˈejː.lɑ>s
Sheila+N+Prop+Sem/Fem+Der/Dimin+Sg+Acc	Sheilaža	shˈejː.lɑ>.žɑ
Sheila+N+Prop+Sem/Fem+Der/Dimin+Sg+Loc	Sheilažis	shˈejː.lɑ>.žis
Shemeikka+N+Prop+Sg+Acc	Shemeikka	shˈe.mejk.kɑ>
Shemeikka+N+Prop+Sg+Gen	Shemeikka	shˈe.mejk.kɑ>
Shemeikka+N+Prop+Sg+Loc	Shemeikkas	shˈe.mejk.kɑ>s
Siermala+N+Prop+Sem/Sur+Pl+Acc	Siermalaid	sˈier.mɑ.lɑ>id
Sihvola+N+Prop+Sem/Sur+Sg+Ill	Sihvolai	sˈih.vo.lɑ>i
Sihvola+N+Prop+Sem/Sur+Sg+Loc	Sihvolas	sˈih.vo.lɑ>s
Sihvonen+N+Prop+Sem/Sur+Pl+Nom	Sihvonenat	sˈih.vo>.ne.nɑh
Sihvonen+N+Prop+Sem/Sur+Sg+Gen	Sihvonena	sˈih.vo>.ne.nɑ
Siipola+N+Prop+Sem/Sur+Pl+Gen	Siipolaid	sˈijː.po.lɑ>id
Sikanen+N+Prop+Sem/Sur+Ess	Sikasin	sˈi.kɑ>.sin
Sikkilä+N+Prop+Sem/Sur+Pl+Acc	Sikkiläid	sˈik.ki.læ>id
Simanainen+N+Prop+Sem/Sur+Sg+Gen	Simanainena	sˈi.mɑ.nɑj>.ne.nɑ
Simanainen+N+Prop+Sem/Sur+Ess	Simanaisin	sˈi.mɑ.nɑj>.sin
Simonaho+N+Prop+Sem/Sur+Sg+Acc	Simonaho	sˈi.mon#ˌɑ.ho>
Sinikka+N+Prop+Sem/Fem+Pl+Nom	Sinikkat	sˈi.nik.kɑ>h
Sintonen+N+Prop+Sem/Sur+Pl+Acc	Sintoneniid	sˈinː.to>.ne.nijh
Sintonen+N+Prop+Sem/Sur+Pl+Ill	Sintoneniidda	sˈinː.to>.ne.nijt.tɑ
Sipiläinen+N+Prop+Sem/Sur+Pl+Nom	Sipiläisat	sˈi.pi.læj>.sɑh
Siponen+N+Prop+Sem/Sur+Pl+Nom	Siposat	sˈi.po>.sɑh
Sippola+N+Prop+Sem/Sur+Ess	Sippolan	sˈip.po.lɑ>n
Sirainen+N+Prop+Sem/Sur+Pl+Nom	Sirainenat	sˈi.rɑj>.ne.nɑh
Sirola+N+Prop+Sem/Sur+Sg+Gen	Sirola	sˈi.ro.lɑ>
Sistonen+N+Prop+Sem/Sur+Pl+Loc	Sistoneniin	sˈisː.to>.ne.nijn
Siukola+N+Prop+Sem/Sur+Ess	Siukolan	sˈi.u.kˌo.lɑ>n
Siukola+N+Prop+Sem/Sur+Sg+Ill	Siukolai	sˈi.u.kˌo.lɑ>i
Siuruainen+N+Prop+Sem/Sur+Pl+Nom	Siuruaisat	sˈi.u.rˌu.ɑj>.sɑh
Sjangrila+N+Prop+Ess	Sjangrilan	sjˈɑng.ri.lɑ>n
Sjangrila+N+Prop+Sg+Acc	Sjangrila	sjˈɑng.ri.lɑ>
Sjangrila+N+Prop+Sg+Nom	Sjangrila	sjˈɑng.ri.lɑ>
Sjangrila+N+Prop+Sg+Com	Sjangrilain	sjˈɑng.ri.lɑ>in
Sjangrila+N+Prop+Sg+Ill	Sjangrilai	sjˈɑng.ri.lɑ>i
Sjangrila+N+Prop+Sg+Loc	Sjangrilas	sjˈɑng.ri.lɑ>s
Sohkanen+N+Prop+Sem/Sur+Pl+Gen	Sohkasiid	sˈoh.kɑ>.sijh
